StudyID,ES_ID,prg_out,Cn_aid_prg_typ,typ_out,Cn_aid_EGM_typ,Co02_macro.1,Cn_Assign_anl_re,g_yi_f,g_vi,z_pofo_int_eSS,z_pofo_co_eSS
57,326907,09 State aid_D01 Persistence,09 State aid,Merit-based only_D01 Persistence,Merit-based only,D01 Persistence,01 NonRandom QED TOT,0.0727081322923064,0.01,1426,1426
2599,326912,06 National scholarship_C00 College academic achievement,06 National scholarship,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.154291131660656,0.0285477366659872,57,126
7863,326916,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,0.151976648755683,0.0737908493202315,217,1217
7863,326917,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,0.00228060994835216,0.0736883719897487,217,1217
2599,326918,06 National scholarship_C00 College academic achievement,06 National scholarship,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.0610881097088747,0.0120213712863244,260,126
7,326945,02 Institutional aid_E00 Degree completion,02 Institutional aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,01 NonRandom QED TOT,-0.00242418235827497,3.6e-5,17797,12475
4341,326946,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.300257408488172,0.0546949691969223,157,22
4341,326947,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.32698414161186,0.0597103818060735,148,20
7,326957,02 Institutional aid_B00 Enrollment,02 Institutional aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,01 NonRandom QED TOT,-0.0151511397392186,1e-4,17797,12475
7,326958,02 Institutional aid_F00 Labor market,02 Institutional aid,Merit-based only_F00 Labor market,Merit-based only,F00 Labor market,01 NonRandom QED TOT,0.204486722093018,0.0328187562536719,2282,1599
1666,326971,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0678856820117409,0.0527382800135444,600,900
6573,326980,01 Promise program_D01 Persistence,01 Promise program,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,01 NonRandom QED TOT,0.269551590560556,0.0497509808367305,457,3725
6573,326981,01 Promise program_E00 Degree completion,01 Promise program,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,01 NonRandom QED TOT,-0.0819715329193263,0.0683126841525716,238,2161
6573,326982,01 Promise program_E00 Degree completion,01 Promise program,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,01 NonRandom QED TOT,-0.0547632423358158,0.0683028086632975,238,2161
6573,326983,01 Promise program_C00 College academic achievement,01 Promise program,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,01 NonRandom QED TOT,-0.157562626964985,0.084903869314805,155,1347
1666,326997,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,1.03025097639355,0.25,2125,12722
1666,326998,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,1.44477548689542,1.21,2125,12722
1666,326999,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,1.03025097639355,1.44,2125,12722
1666,327000,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.242411994445542,2.89,2125,12722
1666,327002,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.121205997222771,2.89,2125,12722
1666,327003,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0164130275704791,5.49201300495038e-4,2125,12722
1666,327004,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0246195413557187,5.49212640642628e-4,2125,12722
1666,327005,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0123097706778593,5.49197331443382e-4,2125,12722
1666,327006,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.00820651378523956,5.49194496406484e-4,2125,12722
1666,327007,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.00547100919015971,5.49193236390085e-4,2125,12722
1666,327008,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.00547100919015971,5.49193236390085e-4,2125,12722
1666,327009,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0314583028434183,5.49225555810717e-4,2125,12722
1604,327010,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,0.687367120416627,0.0967968896829234,198,297
1604,327011,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,0.623942774697936,0.0959262098043768,198,297
1604,327012,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,0.176000836702953,0.0920841020174117,198,297
1604,327013,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,-0.040360868669267,0.0917656692530417,198,297
1604,327014,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,-0.146451064475928,0.0919855473181618,198,297
1604,327015,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,01 NonRandom QED TOT,0.0201789480285391,0.00185226315482512,198,297
1604,327016,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,01 NonRandom QED TOT,0.0307967384829992,0.0063255749909841,178,219
1604,327017,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,01 NonRandom QED TOT,0.0378072320704073,0.00979077752607454,152,160
1604,327018,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,01 NonRandom QED TOT,0.0643655892557823,0.0171501533057705,89,112
1604,327019,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,01 NonRandom QED TOT,0.051098498430705,0.0287306724437102,53,83
1604,327020,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,01 NonRandom QED TOT,-0.110602954947028,0.0368685689539359,39,70
1604,327022,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,01 NonRandom QED TOT,0.00693765724462474,0.00498321360042563,198,297
1604,327023,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,0.499825043595754,0.00680958761704259,198,297
1604,327024,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.0787937437117528,0.00711638213812639,178,219
1604,327025,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.0613484726495143,0.0100382683086059,152,160
1604,327026,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.0429141090754288,0.0156925827513,89,112
1604,327027,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.130199242815906,0.0272375900577408,53,83
1604,327028,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.311242666819482,0.0345817295990548,39,70
1604,327029,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.0670909572753307,0.00286649952513278,198,297
2771,327036,09 State aid_D01 Persistence,09 State aid,Merit-based only_D01 Persistence,Merit-based only,D01 Persistence,01 NonRandom QED TOT,-0.413792230497888,0.0476710608688847,1354,709
2771,327038,09 State aid_C00 College academic achievement,09 State aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.421564700068983,0.00238140904878973,1354,709
3308,327044,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,-0.00135474743586885,0.00902400162707501,250,314
3308,327045,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.0393413440142412,0.010201,250,314
5048,327046,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Neither Need nor Merit-Based_C00 College academic achievement,Neither Need nor Merit-Based,C00 College academic achievement,01 NonRandom QED TOT,-0.395057824834162,0.0174068143347027,120,120
5048,327047,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Neither Need nor Merit-Based_C00 College academic achievement,Neither Need nor Merit-Based,C00 College academic achievement,01 NonRandom QED TOT,0.162966449571305,0.0508406541535632,120,24
5048,327048,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Neither Need nor Merit-Based_C00 College academic achievement,Neither Need nor Merit-Based,C00 College academic achievement,01 NonRandom QED TOT,-0.446389969175993,0.0175361006505205,120,120
5048,327049,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Neither Need nor Merit-Based_C00 College academic achievement,Neither Need nor Merit-Based,C00 College academic achievement,01 NonRandom QED TOT,0.0404595605906334,0.0505167170230044,120,24
5048,327066,02 Institutional aid_D01 Persistence,02 Institutional aid,Neither Need nor Merit-Based_D01 Persistence,Neither Need nor Merit-Based,D01 Persistence,01 NonRandom QED TOT,0.937034700315457,0.128881,120,120
5048,327067,02 Institutional aid_D01 Persistence,02 Institutional aid,Neither Need nor Merit-Based_D01 Persistence,Neither Need nor Merit-Based,D01 Persistence,01 NonRandom QED TOT,0.798178611511945,0.281961,120,24
5048,327068,02 Institutional aid_E00 Degree completion,02 Institutional aid,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,01 NonRandom QED TOT,0.118413153618201,0.150544,120,120
5048,327069,02 Institutional aid_E00 Degree completion,02 Institutional aid,Neither Need nor Merit-Based_E00 Degree completion,Neither Need nor Merit-Based,E00 Degree completion,01 NonRandom QED TOT,0.854846881513548,1.1664,120,24
6180,327099,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.00474792220243979,7.7800654991856e-5,11718,21562
2505,327105,05 Federal targeted aid_D00 Credit accumulation,05 Federal targeted aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,DND ITT,0.0620254028655204,2.31348867364551e-4,5434,21164
2505,327106,05 Federal targeted aid_D00 Credit accumulation,05 Federal targeted aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,DND ITT,0.0333323933335214,4.9e-5,5434,21164
2505,327108,05 Federal targeted aid_D00 Credit accumulation,05 Federal targeted aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,DND ITT,0.00153286274990004,2.31276591236037e-4,5434,21164
2505,327111,05 Federal targeted aid_E00 Degree completion,05 Federal targeted aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,DND ITT,0.00424230460608455,1.6e-5,5434,21164
8006,327113,02 Institutional aid_F00 Labor market,02 Institutional aid,Merit-based only_F00 Labor market,Merit-based only,F00 Labor market,01 NonRandom QED TOT,0.00603264479622966,2.13334303808086e-4,9375,9375
8006,327114,02 Institutional aid_F00 Labor market,02 Institutional aid,Merit-based only_F00 Labor market,Merit-based only,F00 Labor market,01 NonRandom QED TOT,-0.00208911291755744,2.34728137783622e-4,8521,8520
8006,327115,02 Institutional aid_E00 Degree completion,02 Institutional aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,01 NonRandom QED TOT,-0.00242415716266523,1.44e-4,12265,9062
70,327119,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,RDD ITT,0.0109056871365763,0.001024,1203,1203
29,327123,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,01 NonRandom QED TOT,0.138155290668249,2.89e-4,2051,1858
29,327124,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,01 NonRandom QED TOT,0.190266496797501,1.96e-4,2051,1858
29,327125,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,01 NonRandom QED TOT,-0.533230946438856,2.25e-4,2051,1858
70,327127,01 Promise program_D01 Persistence,01 Promise program,Neither Need nor Merit-Based_D01 Persistence,Neither Need nor Merit-Based,D01 Persistence,RDD ITT,0.0424110055311304,9.61e-4,1203,1203
6604,327128,02 Institutional aid_B00 Enrollment,02 Institutional aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RCT ITT,0.539849262574414,0.001156,224,314
70,327134,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,RDD ITT,0.0290818323642037,7.29e-4,1203,1203
70,327135,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,RDD ITT,0.0399875195007801,0.001296,1203,1203
70,327136,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,RDD ITT,0.0351405474400795,0.001296,1203,1203
71,327145,06 National scholarship_B00 Enrollment,06 National scholarship,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,0.0169634512218244,0.001444,1020,1020
71,327146,06 National scholarship_D01 Persistence,06 National scholarship,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RDD ITT,0.00787376634412965,0.003721,589,590
71,327147,06 National scholarship_D01 Persistence,06 National scholarship,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RDD ITT,0.0466332298383887,0.004761,524,525
71,327148,06 National scholarship_D01 Persistence,06 National scholarship,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RDD ITT,0.0532800532800533,0.0064,376,377
71,327149,06 National scholarship_E00 Degree completion,06 National scholarship,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RDD ITT,0.0405761372010451,0.003844,510,510
71,327150,06 National scholarship_E00 Degree completion,06 National scholarship,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RDD ITT,0.0496528469064722,0.004489,423,424
71,327151,06 National scholarship_E00 Degree completion,06 National scholarship,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RDD ITT,0.116102926200014,0.011664,168,169
71,327160,06 National scholarship_B00 Enrollment,06 National scholarship,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,0.0357431863910737,0.002601,933,933
71,327161,06 National scholarship_B00 Enrollment,06 National scholarship,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,0.0218104948486628,0.002025,1065,1066
71,327162,06 National scholarship_B00 Enrollment,06 National scholarship,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,0.0642144724987365,0.002809,863,863
6180,327163,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,01 NonRandom QED TOT,0.0464714893693817,0.0114743630548026,11718,21562
6180,327164,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,0.210323071737311,0.011510873869799,11718,21562
87,327181,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,1.15699220400951,0.0225,745,745
87,327183,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,0.993438332238534,0.0121,745,745
87,327185,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RDD ITT,0.187877171751803,0.00269640866834411,745,745
87,327186,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RDD ITT,0.204058430163384,0.00269853686004052,745,745
87,327187,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RDD ITT,0.192870835976122,0.00269704669777521,745,745
87,327188,09 State aid_C00 College academic achievement,09 State aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,RDD ITT,0.213619957304334,0.00269987700877809,745,745
87,327189,09 State aid_C00 College academic achievement,09 State aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,RDD ITT,0.22009328934386,0.00270081914631349,745,745
461,327193,06 National scholarship_C00 College academic achievement,06 National scholarship,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RDD ITT,0.0163637821521651,0.00107964277657913,1705,2028
7080,327198,09 State aid_D01 Persistence,09 State aid,Merit-based only_D01 Persistence,Merit-based only,D01 Persistence,01 NonRandom QED TOT,0.705807080987994,0.0115941102968071,9853,43281
461,327199,06 National scholarship_C00 College academic achievement,06 National scholarship,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RDD ITT,0.0192858861079088,0.00107965672943697,1705,2028
461,327200,06 National scholarship_B00 Enrollment,06 National scholarship,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,0.0060593876850661,1.96e-4,1705,2028
461,327201,06 National scholarship_E00 Degree completion,06 National scholarship,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RDD ITT,-0.0599879380821551,0.002116,1705,2028
7080,327202,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,01 NonRandom QED TOT,0.153575895327617,0.0111865447984405,9853,43281
3710,327206,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,0.01575535794255,1.1236e-4,2665,2666
3710,327207,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,0.0339346171070309,1.7689e-4,2665,2666
3710,327208,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,01 NonRandom QED TOT,0.00666572836030958,3.6e-5,2665,2666
43,327213,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,0.0581189189189189,0.002304,348,348
83,327215,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RDD ITT,0.0490942563967508,4.67048579141628e-4,4283,4284
83,327216,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,0.0581767233029675,4.84e-4,4283,4284
83,327217,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,0.027270339048266,7.84e-4,4283,4284
83,327218,09 State aid_F00 Labor market,09 State aid,Merit-based only_F00 Labor market,Merit-based only,F00 Labor market,RDD ITT,0.00181802280744068,7.84e-4,4289,4289
83,327219,09 State aid_F00 Labor market,09 State aid,Merit-based only_F00 Labor market,Merit-based only,F00 Labor market,RDD ITT,-0.00848410643472301,8.41e-4,4289,4289
83,327220,09 State aid_F00 Labor market,09 State aid,Merit-based only_F00 Labor market,Merit-based only,F00 Labor market,RDD ITT,0.0162568924332103,4.66324567880134e-4,4289,4289
83,327222,09 State aid_C00 College academic achievement,09 State aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,RDD ITT,0.0330447147084911,4.66971638973483e-4,4283,4284
83,327223,09 State aid_C00 College academic achievement,09 State aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,RDD ITT,0.0237667755787993,4.6694087595558e-4,4283,4284
43,327232,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,-0.00908525905418386,9.61e-4,604,605
43,327233,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,0.00544966224464886,0.002809,420,420
70,327234,01 Promise program_B00 Enrollment,01 Promise program,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,-0.067847318806985,0.002601,810,810
70,327235,01 Promise program_D01 Persistence,01 Promise program,Merit-based only_D01 Persistence,Merit-based only,D01 Persistence,RDD ITT,-6.05779632205205e-4,0.002916,810,810
70,327236,01 Promise program_B00 Enrollment,01 Promise program,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,0.067847318806985,0.001936,810,810
70,327237,01 Promise program_B00 Enrollment,01 Promise program,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,0,0.003025,810,810
70,327238,01 Promise program_B00 Enrollment,01 Promise program,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,0.0139329315407202,0.003136,810,810
70,327239,01 Promise program_B00 Enrollment,01 Promise program,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,-0.0411745987952361,0.005476,413,413
70,327240,01 Promise program_D01 Persistence,01 Promise program,Merit-based only_D01 Persistence,Merit-based only,D01 Persistence,RDD ITT,0.104147514599715,0.005625,413,413
70,327241,01 Promise program_B00 Enrollment,01 Promise program,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,0.0799271623672231,0.005625,413,413
70,327242,01 Promise program_B00 Enrollment,01 Promise program,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,0.0387525635719869,0.007056,413,413
70,327243,01 Promise program_B00 Enrollment,01 Promise program,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,0.0484407044649837,0.007225,413,413
4378,327249,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,-0.100602908490868,0.006561,11970,11970
1034,327253,06 National scholarship_E00 Degree completion,06 National scholarship,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,01 NonRandom QED TOT,0.0169553280476227,4e-4,522,366
5459,327258,06 National scholarship_B00 Enrollment,06 National scholarship,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,01 NonRandom QED TOT,-0.602145852364004,0.233289,333,915
5459,327259,06 National scholarship_B00 Enrollment,06 National scholarship,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,01 NonRandom QED TOT,0.903092332110996,0.027225,333,915
4378,327266,09 State aid_C00 College academic achievement,09 State aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,RDD ITT,0.0261867436425938,6.08352399546265e-5,32878,32879
4378,327267,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RDD ITT,0.00988449356641724,6.08307686258741e-5,32878,32879
1027,327270,01 Promise program_B00 Enrollment,01 Promise program,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,0.061427061369648,0.01272490034209,899,899
1027,327271,01 Promise program_E00 Degree completion,01 Promise program,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RDD ITT,0.054739194373333,0.00214448643396,991,991
1027,327272,01 Promise program_C00 College academic achievement,01 Promise program,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RDD ITT,-0.0352637348624222,0.00228476474593356,876,875
1027,327273,01 Promise program_C00 College academic achievement,01 Promise program,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RDD ITT,-0.00825438728479854,0.00228442911027194,876,875
1027,327274,01 Promise program_B00 Enrollment,01 Promise program,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,-0.0271757615554459,0.01092183845776,991,991
1027,327275,01 Promise program_D01 Persistence,01 Promise program,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,RDD ITT,0.0148594103972521,0.00201821917307703,991,991
1027,327276,01 Promise program_E00 Degree completion,01 Promise program,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RDD ITT,-0.0113224968870419,0.00197132448016,991,991
1027,327277,01 Promise program_E00 Degree completion,01 Promise program,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RDD ITT,0.0489235196057047,9.3477559081e-4,991,991
4237,327287,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,0.0102995127098916,2.56e-4,1099,1100
3308,327293,09 State aid_C00 College academic achievement,09 State aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,-0.0353729653223518,0.0847864341522448,250,314
863,327302,09 State aid_B00 Enrollment,09 State aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,01 NonRandom QED TOT,1.07174028439931,0.45657049,2020,2020
863,327303,09 State aid_B00 Enrollment,09 State aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,01 NonRandom QED TOT,-0.386656248434761,0.78092569,2043,2043
