"","ES_ID","X","StudyID","y_CER","include_meta","He07_scale_re","He09_AQreceived","He11_funding","He12_COI","He05_Country_re","He05_Country_nonus","He16_published","He_asgn_type","Sa07_males","Sa21_scl_set","Sa22_scl_type","Sa08_SES_re","Sa_perc_nonwt","Sa_age_re","Sa24_be_dif_re","Cn02_condit","Cn03_name","Cn03_name_re","Cn05_lng_wks","Cn06_fidel","Cn08_univ_tert","Cn09_focus","Cn04_who_impl_re","Cn_devl_impl","Cn_Curr_group","Cn_Target_group","Cn_SclPlcy_group","Cn_PsyEd_group","Cn_SklRle_group","Cn_Train_group","Cn_Inter_group","Cn12_co_type","Cn13_co_same_scl","Cn14_co_contam","Co02_macro.1","Co03b_micro.1","Co03a_prp_vic.1","Co05_who.1","Co06_direction.1","Co07_nu_itms.1","Co10_coeff_val.1","Co12_att_beh.1","Co13_timeframe.1","z_pofo_weeks","z_post_or_follow","z_pre_int_eSS","z_pre_co_eSS","z_pofo_int_eSS","z_pofo_co_eSS","z_pofo_co_SS","z_pofo_int_SS","vi","yi_flp","yi_type","He17_attrition","He18_ba_eqv","He19_confound","He20_reliability","He21_any_other_issues","He22_WWC_rating"
"121",326643,418,4133,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","ran_ind",0.637,"03  Suburban","01  Public",4,0.36,11.376,"did-not-test","01  Intervention","Cyberbullying Prevention Program","Generic Program",8,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,1,0,1,1,1,1,"01  Business as usual or no intervention","01 Yes","02 No","H00  Internalizing","H04  Self-esteem","05 Not applicable (i.e., grades, employment, substance use)","01  Self-report",NA,"10-plus",0.89,"02 Behavior","-98 GPA or other measure on the day of ",1,"01  Posttest",83,85,83,85,85,83,0.0244746824193103,-0.0435375917724755,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"122",326652,358,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B04  ""Peer Victimization""","02 Victimization","07  Peer(s)",NA,"2-10",0.84,"02 Behavior","-98 GPA or other measure on the day of ",0,"01  Posttest",488,461,539,508,3965,4201,0.00362521721871361,-0.194372211604737,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"123",326653,277,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","01 Perpetration","07  Peer(s)",NA,"2-10",0.91,"02 Behavior","-98 GPA or other measure on the day of ",0,"01  Posttest",1148,1083,1243,1173,3965,4201,0.00174394991597582,-0.145557562332521,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"124",326654,346,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","03 Witnessing","07  Peer(s)",NA,"2-10",0.9,"02 Behavior","-98 GPA or other measure on the day of ",0,"01  Posttest",950,897,1035,977,3965,4201,0.00158325027084264,-0.122655400770109,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"125",326655,360,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B04  ""Peer Victimization""","03 Witnessing","07  Peer(s)",NA,"2-10",0.85,"02 Behavior","-98 GPA or other measure on the day of ",0,"01  Posttest",449,424,495,468,3965,4201,0.00393676556000724,-0.12443883736081,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"126",326656,359,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B04  ""Peer Victimization""","03 Witnessing","07  Peer(s)",NA,"2-10",0.91,"02 Behavior","-98 GPA or other measure on the day of ",0,"01  Posttest",339,320,375,354,3965,4201,0.00519867318048563,0.109399744944215,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"127",326657,355,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","03 Witnessing","01  Self-report",NA,"2-10",0.79,"01 Attitude","-98 GPA or other measure on the day of ",0,"01  Posttest",1281,1209,1382,1304,3965,4201,0.00118619591281401,-0.0859544223600563,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"128",326658,351,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","03 Witnessing","01  Self-report",NA,"2-10",0.84,"01 Attitude","-98 GPA or other measure on the day of ",0,"01  Posttest",1281,1209,1382,1304,3965,4201,0.00118411462309795,-0.0597641728962009,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"129",326659,356,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","03 Witnessing","01  Self-report",NA,"2-10",0.69,"01 Attitude","-98 GPA or other measure on the day of ",0,"01  Posttest",1449,1367,1556,1469,3965,4201,0.00105201772583342,-0.0922485564808617,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"130",326661,308,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"1-item",0.796,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",1040,981,1129,1066,3965,4201,0.00214496028532103,-0.181765108008623,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"131",326662,270,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","01 Perpetration","01  Self-report",NA,"1-item",0.79,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",1148,1083,1243,1173,3965,4201,0.00174341750494556,-0.105718431921454,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"132",326663,337,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"1-item",0.792,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",1711,1178,1528,1052,2304,3347,0.00720637754225425,-0.243769293756437,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"133",326664,392,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","C00  Relational Aggression","C01  Relational aggression","02 Victimization","01  Self-report",NA,"1-item",0.804,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",697,480,761,524,2304,3347,0.0223865244207147,-0.228047341330494,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"134",326665,330,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"1-item",0.492,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",1711,1178,1528,1052,2304,3347,0.016706473093025,-0.413127829222326,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"135",326666,385,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","C00  Relational Aggression","C01  Relational aggression","02 Victimization","01  Self-report",NA,"1-item",0.586,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",697,480,761,524,2304,3347,0.0265339119540829,-0.264770840144372,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"136",326667,319,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"1-item",0.706,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",1711,1178,1528,1052,2304,3347,0.0464583141255692,-0.307202251150017,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"137",326668,320,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"1-item",0.498,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",1711,1178,1528,1052,2304,3347,0.0451750226023621,-0.282962235191732,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"138",326669,291,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"1-item",0.748,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",1711,1178,1528,1052,2304,3347,0.0245214620829119,-0.205272980370622,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"139",326670,395,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","D00  Sexual Violence","D01  Sexual harassment","02 Victimization","01  Self-report",NA,"1-item",0.732,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",697,480,761,524,2304,3347,0.0202655114466583,-0.236027471736895,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"140",326671,144,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"1-item",0.76,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",1652,1137,1793,1234,2304,3347,0.0270520363867165,-0.358204472034988,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"141",326672,342,1870,"02  Intervention versus Comparison","Include in meta","non-local","receive-aq","02 No","No","Scandin","Non-US","Yes","ran_scl",0.49,"04  Mixture","01  Public",4,0.01,11.25,"test-no-diff","01  Intervention","The KiVa Program","Named Program",36,"no-meas","01  Universal","target-cyber","teacher-or-staff","Oth-combo",1,0,0,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"1-item",0.536,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",1711,1178,1528,1052,2304,3347,0.00578415953501314,-0.299498119877309,"dnd_or2g","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"142",326674,214,4555,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","Yes","Oth_Eur","Non-US","Yes","ran_cls",0.438,"03  Suburban","03  Mixture",3,1,14,"test-diff-found","01  Intervention","Cyberprogram 2.0","Named Program",19,"no-meas","02  Tertiary","target-cyber","PI","PI-dev-imp",1,1,0,1,1,0,0,"01  Business as usual or no intervention","01 Yes","02 No","B00  Aggression/Bullying","B01  Aggression","01 Perpetration","01  Self-report",NA,"10-plus",0.8,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",89,79,89,79,83,93,0.0223885868370563,-0.325332924376472,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"143",326675,273,4555,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","Yes","Oth_Eur","Non-US","Yes","ran_cls",0.438,"03  Suburban","03  Mixture",3,1,14,"test-diff-found","01  Intervention","Cyberprogram 2.0","Named Program",19,"no-meas","02  Tertiary","target-cyber","PI","PI-dev-imp",1,1,0,1,1,0,0,"01  Business as usual or no intervention","01 Yes","02 No","B00  Aggression/Bullying","B03  Bullying","01 Perpetration","01  Self-report",NA,"10-plus",0.8,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",91,81,91,82,83,93,0.0252070738696149,-0.545698156128926,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"144",326676,369,4555,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","Yes","Oth_Eur","Non-US","Yes","ran_cls",0.438,"03  Suburban","03  Mixture",3,1,14,"test-diff-found","01  Intervention","Cyberprogram 2.0","Named Program",19,"no-meas","02  Tertiary","target-cyber","PI","PI-dev-imp",1,1,0,1,1,0,0,"01  Business as usual or no intervention","01 Yes","02 No","C00  Relational Aggression","C01  Relational aggression","01 Perpetration","01  Self-report",NA,"10-plus",0.63,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",89,79,89,79,83,93,0.0340225667005183,-0.546837646743732,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"145",326677,230,4555,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","Yes","Oth_Eur","Non-US","Yes","ran_cls",0.438,"03  Suburban","03  Mixture",3,1,14,"test-diff-found","01  Intervention","Cyberprogram 2.0","Named Program",19,"no-meas","02  Tertiary","target-cyber","PI","PI-dev-imp",1,1,0,1,1,0,0,"01  Business as usual or no intervention","01 Yes","02 No","B00  Aggression/Bullying","B01  Aggression","01 Perpetration","01  Self-report",NA,"10-plus",0.83,"02 Behavior","05 - 1 year or 12 months",0,"01  Posttest",89,79,89,79,83,93,0.0224532679901861,-0.800430738013121,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"146",326680,69,4555,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","Yes","Oth_Eur","Non-US","Yes","ran_cls",0.438,"03  Suburban","03  Mixture",3,1,14,"test-diff-found","01  Intervention","Cyberprogram 2.0","Named Program",19,"no-meas","02  Tertiary","target-cyber","PI","PI-dev-imp",1,1,0,1,1,0,0,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.83,"01 Attitude","05 - 1 year or 12 months",0,"01  Posttest",91,82,91,81,83,93,0.030765055364948,-0.561915076017409,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"147",326683,417,4133,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","ran_ind",0.637,"03  Suburban","01  Public",4,0.36,11.376,"did-not-test","01  Intervention","Cyberbullying Prevention Program","Generic Program",8,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,1,0,1,1,1,1,"01  Business as usual or no intervention","01 Yes","02 No","H00  Internalizing","H04  Self-esteem","05 Not applicable (i.e., grades, employment, substance use)","01  Self-report",NA,"10-plus",0.89,"02 Behavior","-98 GPA or other measure on the day of ",3,"01  Posttest",83,85,82,85,85,82,0.024993036863294,-0.112542290046179,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"148",326684,161,4133,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","ran_ind",0.637,"03  Suburban","01  Public",4,0.36,11.376,"did-not-test","01  Intervention","Cyberbullying Prevention Program","Generic Program",8,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,1,0,1,1,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.67,"02 Behavior","03 - 60 days or 2 months",1,"01  Posttest",83,85,83,85,85,83,0.0360572641106382,-0.222807502920609,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"149",326685,159,4133,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","ran_ind",0.637,"03  Suburban","01  Public",4,0.36,11.376,"did-not-test","01  Intervention","Cyberbullying Prevention Program","Generic Program",8,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,1,0,1,1,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","02 Victimization","01  Self-report",NA,"2-10",0.67,"02 Behavior","03 - 60 days or 2 months",3,"01  Posttest",83,85,83,85,85,83,0.0361769233005681,-0.293038734649151,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"150",326690,37,4133,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","ran_ind",0.637,"03  Suburban","01  Public",4,0.36,11.376,"did-not-test","01  Intervention","Cyberbullying Prevention Program","Generic Program",8,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,1,0,1,1,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.44,"02 Behavior","03 - 60 days or 2 months",1,"01  Posttest",83,85,83,85,85,83,0.0344611273323685,-0.21417188735108,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"151",326691,4,4133,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","ran_ind",0.637,"03  Suburban","01  Public",4,0.36,11.376,"did-not-test","01  Intervention","Cyberbullying Prevention Program","Generic Program",8,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,1,0,1,1,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.44,"02 Behavior","03 - 60 days or 2 months",3,"01  Posttest",83,85,83,85,85,83,0.0344025554480219,0.0969433789434153,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"152",326692,204,4133,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","ran_ind",0.637,"03  Suburban","01  Public",4,0.36,11.376,"did-not-test","01  Intervention","Cyberbullying Prevention Program","Generic Program",8,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,1,0,1,1,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A02  Cyberbullying bystanding","03 Witnessing","01  Self-report",NA,"1-item",0.61,"02 Behavior","03 - 60 days or 2 months",1,"01  Posttest",83,85,83,85,85,83,0.0244246130772024,0.00662969040854822,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"153",326693,201,4133,"02  Intervention versus Comparison","Include in meta","local","no-aq","02 No","No","US","US","No","ran_ind",0.637,"03  Suburban","01  Public",4,0.36,11.376,"did-not-test","01  Intervention","Cyberbullying Prevention Program","Generic Program",8,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",1,1,0,1,1,1,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A02  Cyberbullying bystanding","03 Witnessing","01  Self-report",NA,"1-item",0.61,"02 Behavior","03 - 60 days or 2 months",3,"01  Posttest",83,85,83,85,85,83,0.0245058343138408,0.249011769654431,"dnd_mn","la-rct","la-rct","no-confound","relib-met","no","MSWOR"
"154",326696,7,7508,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","No","Oth_Eur","Non-US","Yes","ran_ind",0.409,"02  Urban","01  Public",1,0.125,15.6,"test-no-diff","01  Intervention","Reflective Messages Program","Generic Program",0.14,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",0,0,0,0,0,0,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.692,"02 Behavior","01 - Less than 30 days",0,"01  Posttest",44,36,44,36,36,44,0.0582078089511902,-0.0528235372755823,"dnd_mn","ha-una-rct","below-05","no-confound","relib-not-met","no","DNMS"
"155",326697,75,7508,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","No","Oth_Eur","Non-US","Yes","ran_ind",0.409,"02  Urban","01  Public",1,0.125,15.6,"test-no-diff","01  Intervention","Reflective Messages Program","Generic Program",0.14,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",0,0,0,0,0,0,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.758,"02 Behavior","01 - Less than 30 days",0,"01  Posttest",42,36,42,36,36,42,0.06249400555433,0.0748362276382072,"dnd_mn","ha-una-rct","below-05","no-confound","relib-not-met","no","DNMS"
"156",326698,43,7508,"02  Intervention versus Comparison","Include in meta","local","no-aq","01 Yes","No","Oth_Eur","Non-US","Yes","ran_ind",0.409,"02  Urban","01  Public",1,0.125,15.6,"test-no-diff","01  Intervention","Reflective Messages Program","Generic Program",0.14,"no-meas","01  Universal","target-cyber","PI","PI-dev-imp",0,0,0,0,0,0,1,"01  Business as usual or no intervention","01 Yes","02 No","A00  Cyberbullying","A01  Cyberbullying","01 Perpetration","01  Self-report",NA,"2-10",0.526,"02 Behavior","01 - Less than 30 days",0,"01  Posttest",39,36,39,36,36,39,0.0707588915583994,-0.151159436905959,"dnd_mn","ha-una-rct","below-05","no-confound","relib-not-met","no","DNMS"
"157",326706,323,5745,"02  Intervention versus Comparison","Include in meta","non-local","no-aq","01 Yes","Yes","Oth_Eur","Non-US","Yes","non_scl",1,"02  Urban","03  Mixture",2,0,14.5,"did-not-test","01  Intervention","NoTrap!","Named Program",28,"meas-high","01  Universal","target-cyber","PI","PI-dev-imp",0,0,1,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"2-10",0.78,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",67,173,67,173,173,67,0.0665709734032171,-0.408701653703431,"dnd_mn","qed","above-05-controls","no-confound","relib-met","no","MSWR"
"158",326707,311,5745,"02  Intervention versus Comparison","Include in meta","non-local","no-aq","01 Yes","Yes","Oth_Eur","Non-US","Yes","non_scl",0,"02  Urban","03  Mixture",2,0,14.5,"did-not-test","01  Intervention","NoTrap!","Named Program",28,"meas-high","01  Universal","target-cyber","PI","PI-dev-imp",0,0,1,1,1,1,1,"01  Business as usual or no intervention","02 No","02 No","B00  Aggression/Bullying","B03  Bullying","02 Victimization","01  Self-report",NA,"2-10",0.78,"02 Behavior","03 - 60 days or 2 months",0,"01  Posttest",167,54,167,54,54,167,0.0104025853599374,-0.475321666946921,"dnd_mn","qed","above-05-controls","no-confound","relib-met","no","MSWR"
